Name,Age,Department,Salary,Years_Experience,Promotion_Eligibility
Karen Wood,24.0,IT,74700.0,2.0,No
Jason Love,39.0,Engineering,102200.0,12.0,Yes
Joel Mclean,21.0,Customer Support,43700.0,0.0,No
John Watts,28.0,Engineering,74600.0,2.0,No
Brittney Bradley,23.0,Operations,57000.0,1.0,No
Chelsea Nichols,34.0,Sales,65900.0,7.0,No
Denise Reese,26.0,IT,86900.0,4.0,No
Ryan Harris,29.0,Operations,,6.0,No
Marilyn Page DVM,27.0,Engineering,89800.0,5.0,Yes
Jordan Nelson,24.0,Customer Support,40400.0,1.0,No
Tammy Cox,33.0,IT,74100.0,10.0,Yes
Tamara Harris,36.0,Operations,69800.0,12.0,Yes
Lisa Allen,38.0,IT,83600.0,9.0,Yes
Jimmy Newman,,Marketing,76100.0,6.0,
Renee Melendez,29.0,Customer Support,42800.0,4.0,No
Nicholas Lawrence,54.0,IT,102200.0,20.0,Yes
Colleen Hernandez,24.0,Operations,45400.0,2.0,No
Joseph Ayers,48.0,Operations,80400.0,16.0,Yes
Michael Savage,33.0,,71000.0,8.0,Yes
Ruben Benton,39.0,Marketing,78500.0,15.0,Yes
Jane Reese,25.0,IT,71700.0,2.0,No
Jonathan Perez,33.0,Sales,54200.0,4.0,Yes
Robert Jones,38.0,HR,70100.0,13.0,Yes
David James,27.0,Engineering,76100.0,4.0,Yes
Robert Jones,31.0,Finance,75200.0,7.0,
Michael Brown,50.0,Marketing,67600.0,9.0,Yes
Pamela Sanders,48.0,IT,85900.0,9.0,Yes
Amber Cooper,26.0,IT,70100.0,2.0,No
Marie Reynolds,33.0,Engineering,87500.0,5.0,Yes
John Mcneil,47.0,Engineering,89500.0,10.0,Yes
Melissa Foster,31.0,Finance,57300.0,6.0,Yes
Greg Dyer,33.0,Operations,65400.0,9.0,Yes
Susan May,41.0,IT,79300.0,9.0,Yes
Stephanie Brown,35.0,Engineering,77100.0,9.0,Yes
Abigail Hart,36.0,Operations,50500.0,6.0,No
Brandy James,38.0,Sales,76100.0,14.0,Yes
Samuel Stuart,21.0,Sales,50400.0,0.0,No
Cynthia Moore,21.0,HR,43500.0,0.0,No
James Bennett,23.0,Finance,64500.0,2.0,No
Maria Sanders,33.0,Engineering,73600.0,6.0,No
Monica Aguilar,31.0,Finance,71800.0,8.0,Yes
John Hebert,26.0,Operations,54300.0,4.0,No
Jason Hayes,31.0,Engineering,81300.0,8.0,Yes
Megan Baker,37.0,IT,84000.0,10.0,Yes
Lauren Watts,34.0,Sales,60500.0,8.0,Yes
Stephen Anderson,44.0,,80400.0,15.0,Yes
Carrie Ware,27.0,Finance,67800.0,5.0,Yes
Alyssa Vance,45.0,Operations,62300.0,10.0,Yes
Anthony Ayala,32.0,Finance,62600.0,6.0,Yes
Michael Miller,38.0,Engineering,91700.0,11.0,Yes
Gregory Martinez,39.0,Engineering,95100.0,14.0,Yes
Matthew Carroll,29.0,,75300.0,6.0,Yes
Emily Riley MD,30.0,Customer Support,46500.0,3.0,No
Debbie Ward,45.0,Engineering,97800.0,14.0,Yes
Paula Caldwell,40.0,Operations,65700.0,10.0,No
Kelsey Smith,42.0,Marketing,65600.0,12.0,Yes
Larry Robertson,39.0,Operations,59800.0,8.0,Yes
Maureen Bates,41.0,Sales,64100.0,10.0,Yes
Heather Trujillo,34.0,IT,345400.0,5.0,Yes
Heather Bradford,29.0,Marketing,62400.0,6.0,No
Michelle Williams,29.0,HR,39300.0,5.0,No
Carrie Rodriguez,31.0,Finance,74000.0,6.0,Yes
Christine Baker,36.0,Operations,51000.0,7.0,No
James Smith,38.0,IT,92000.0,13.0,Yes
Donna Snyder,36.0,Operations,,7.0,Yes
Travis Allen,32.0,IT,73700.0,4.0,No
Paul Keller,25.0,Engineering,82400.0,3.0,No
Jason Quinn,32.0,HR,49200.0,7.0,Yes
Amanda Davis,40.0,Engineering,88100.0,10.0,Yes
Krista White,32.0,HR,66500.0,6.0,Yes
Christopher Dalton,39.0,Finance,72200.0,11.0,Yes
Mr. Phillip Edwards,31.0,Customer Support,54400.0,8.0,Yes
Charles Willis,47.0,Operations,77700.0,13.0,
Danielle Smith,38.0,Marketing,79800.0,12.0,Yes
Leslie Barton,,Customer Support,42200.0,6.0,Yes
Benjamin Chavez,39.0,Engineering,97700.0,14.0,Yes
Jeffrey Leon,37.0,Sales,55700.0,6.0,No
Steven Morales,24.0,IT,71800.0,2.0,No
Timothy Bauer,39.0,Marketing,78000.0,10.0,Yes
Kevin Young,23.0,HR,52800.0,1.0,No
James Hood,30.0,IT,78500.0,5.0,No
Angelica Clark,35.0,Marketing,68800.0,8.0,Yes
Mariah Brown,25.0,IT,55300.0,2.0,No
Rachel Franco DDS,21.0,Marketing,47500.0,0.0,No
William Keith,45.0,Finance,86200.0,11.0,Yes
Debra Blackburn,22.0,Engineering,84200.0,1.0,No
Maureen Carter,32.0,Engineering,86500.0,9.0,Yes
George Hall,,Customer Support,45100.0,10.0,Yes
Anna Pierce,35.0,HR,50600.0,8.0,Yes
Christopher Cain,43.0,Finance,68100.0,9.0,No
April Taylor,33.0,Sales,57700.0,7.0,Yes
Samantha Salinas,42.0,Sales,65800.0,7.0,Yes
Mr. Raymond Lawson,44.0,IT,90300.0,14.0,Yes
Anthony Berg,33.0,Sales,60300.0,8.0,Yes
Jason Graves,26.0,Finance,68000.0,4.0,No
David Hamilton,35.0,Sales,56100.0,8.0,Yes
Jackie Jones,,Marketing,63000.0,10.0,Yes
Christopher Cameron,46.0,Marketing,83700.0,21.0,Yes
Emily Arnold,37.0,Engineering,94700.0,10.0,Yes
Matthew Miles,27.0,Engineering,84500.0,4.0,No
Zachary Yu,52.0,Operations,67000.0,10.0,No
Teresa Obrien,23.0,Sales,59400.0,1.0,No
Richard Chandler,45.0,Marketing,64800.0,10.0,Yes
Debbie Dunn,31.0,HR,57800.0,7.0,Yes
Emily Lane,46.0,Marketing,80000.0,18.0,Yes
Mark Anderson,36.0,Engineering,91800.0,10.0,Yes
Alicia Navarro,37.0,IT,87900.0,10.0,Yes
Susan Serrano,37.0,Engineering,83400.0,11.0,Yes
John Garcia,41.0,Marketing,,8.0,Yes
Christopher Ayala,27.0,Sales,62800.0,2.0,No
Rhonda Evans,28.0,Engineering,84000.0,4.0,Yes
Jordan Calhoun MD,36.0,IT,71300.0,6.0,Yes
Michael Marsh,47.0,Sales,77400.0,11.0,Yes
Heather Herman,45.0,Engineering,91600.0,11.0,Yes
Alex Lamb,27.0,Engineering,81700.0,5.0,No
Jennifer Moore,28.0,Sales,53500.0,5.0,No
Wendy Fisher,21.0,Engineering,66000.0,0.0,No
Ryan Murphy,41.0,Customer Support,53400.0,10.0,Yes
Teresa Velasquez,38.0,HR,61700.0,11.0,Yes
Chelsey Clark,21.0,Marketing,42900.0,0.0,No
Kayla Schneider,28.0,IT,68800.0,6.0,No
Ernest Bush,41.0,Engineering,80000.0,10.0,Yes
Mr. Logan Gregory,30.0,Finance,62200.0,5.0,Yes
Diana Hawkins,23.0,Marketing,45700.0,2.0,No
Mr. Alexander Davies,26.0,Marketing,52300.0,3.0,No
April Schneider,57.0,Operations,72900.0,17.0,Yes
James Anderson,28.0,Sales,43300.0,3.0,No
Raymond Santos,49.0,Operations,70000.0,15.0,Yes
Melissa Brewer,38.0,IT,,11.0,Yes
Casey Francis,21.0,IT,72500.0,0.0,No
Daniel Murphy,28.0,Finance,62000.0,3.0,No
Edward Hill,47.0,Customer Support,65700.0,11.0,Yes
Anthony Cherry,34.0,IT,77900.0,6.0,No
James Gonzalez,39.0,IT,80500.0,8.0,Yes
Megan Juarez,42.0,IT,92500.0,13.0,Yes
Robert Durham,21.0,Sales,53600.0,0.0,No
Cody Hoover,29.0,,57300.0,4.0,Yes
Janet Flowers,50.0,Engineering,,15.0,Yes
Kari Jones,40.0,Marketing,61700.0,12.0,Yes
Brian Porter MD,41.0,Marketing,77700.0,15.0,Yes
Kelly Hubbard,21.0,IT,70100.0,0.0,No
Andre Farrell,29.0,Customer Support,40800.0,4.0,Yes
Rebecca Perez,35.0,Sales,75800.0,12.0,Yes
Jason Nguyen,41.0,Engineering,102200.0,15.0,Yes
Brenda Harvey,40.0,Sales,64100.0,9.0,Yes
Christopher Cox,26.0,Customer Support,45000.0,3.0,Yes
David Simpson,45.0,Sales,76400.0,12.0,Yes
Stephen Ho,43.0,Sales,77500.0,7.0,Yes
Rebecca Estrada,49.0,Marketing,95200.0,16.0,Yes
Sandra Mccoy,47.0,Engineering,89700.0,10.0,No
April Ryan,37.0,Finance,93800.0,13.0,Yes
Jeffrey Owens,21.0,Sales,40200.0,0.0,No
Michael Clay,,HR,54200.0,4.0,No
Lauren Hooper,36.0,Operations,73600.0,5.0,Yes
Mark Edwards,33.0,Engineering,87200.0,7.0,Yes
Michael Robinson,35.0,IT,71500.0,5.0,
Alicia James,40.0,Engineering,101400.0,14.0,Yes
Tiffany Jackson,,Operations,69100.0,7.0,Yes
Jeffrey Long,41.0,Engineering,109800.0,16.0,Yes
Alexis Nelson,37.0,IT,72900.0,6.0,No
Jill Barajas,29.0,Engineering,89500.0,4.0,No
Scott Lin,35.0,Marketing,61100.0,,No
Isaac Chase,25.0,Sales,53000.0,3.0,Yes
Patricia Le,35.0,Marketing,64900.0,8.0,Yes
Cody Hart,54.0,Customer Support,86800.0,27.0,Yes
Grant Wood,35.0,Engineering,91500.0,10.0,Yes
Anna Jackson,32.0,Sales,54700.0,4.0,No
Rachel Smith,21.0,Finance,67800.0,0.0,No
Kelly Romero,50.0,Operations,88300.0,19.0,Yes
Chase Young MD,31.0,Finance,66900.0,4.0,Yes
Eric Jordan,24.0,Sales,47800.0,2.0,No
Anthony James DVM,24.0,,77700.0,2.0,No
Carrie Lewis,30.0,Operations,55300.0,3.0,No
Savannah Johns,38.0,Engineering,93700.0,11.0,Yes
Sara Barrett,36.0,Operations,76800.0,10.0,Yes
Tony Thomas,37.0,Finance,77900.0,10.0,Yes
Samuel Suarez,37.0,,72200.0,11.0,Yes
Hunter Williamson,42.0,HR,83300.0,16.0,Yes
Zachary Mitchell,40.0,Customer Support,51600.0,10.0,Yes
Jennifer Underwood,39.0,Engineering,,6.0,No
Joshua Henderson,48.0,Sales,95400.0,22.0,Yes
Mr. Kyle Thomas DDS,21.0,Customer Support,42000.0,0.0,No
Krista Williams,21.0,Marketing,52100.0,0.0,No
Thomas Mills,33.0,IT,74800.0,,Yes
Ronald Marshall,31.0,Finance,71200.0,8.0,Yes
Mary Moss,32.0,Operations,64600.0,9.0,Yes
Stephanie Valdez,22.0,IT,64200.0,1.0,Yes
Matthew White,41.0,Finance,70100.0,11.0,Yes
Anthony Armstrong,26.0,Marketing,62800.0,2.0,Yes
Diana May,38.0,HR,59600.0,6.0,
Michael Henderson,31.0,HR,56000.0,4.0,No
Elizabeth Brock,37.0,HR,58500.0,12.0,Yes
Ryan Harmon,35.0,Marketing,73800.0,10.0,Yes
Diane Bishop,26.0,Finance,57200.0,2.0,No
Janice Fernandez,38.0,Sales,67900.0,13.0,Yes
Andrew Whitney,30.0,IT,79500.0,3.0,No
Brittney Martinez,34.0,,80200.0,6.0,No
Mrs. Jacqueline Jackson,30.0,Engineering,73200.0,5.0,No
Danny Lowe PhD,21.0,HR,36800.0,0.0,No
Brittany Hoffman,27.0,IT,68100.0,3.0,Yes
Lisa Ryan,32.0,Operations,59700.0,5.0,No
Michael Smith,51.0,Engineering,104000.0,20.0,
Tina Melendez,34.0,Operations,69400.0,11.0,Yes
Megan Aguilar,36.0,Operations,64000.0,11.0,Yes
Ann Hobbs,25.0,Sales,49100.0,3.0,No
Melanie Garrett,29.0,HR,55800.0,4.0,No
Arthur Mcneil,42.0,IT,71700.0,7.0,Yes
Adam Delgado,32.0,Engineering,89000.0,7.0,Yes
Ricky Diaz,21.0,Operations,51300.0,0.0,No
Patricia Hayes,43.0,HR,69400.0,14.0,Yes
Kathryn Mccann,32.0,Engineering,80400.0,5.0,Yes
Candace Mitchell,36.0,Engineering,86400.0,5.0,Yes
Jeremy Turner,34.0,Engineering,79000.0,7.0,Yes
Christopher Klein,32.0,Sales,58100.0,7.0,No
Edwin Carter,39.0,Sales,64600.0,8.0,Yes
Samantha Zavala MD,38.0,Engineering,,13.0,Yes
Gina Wallace,24.0,Engineering,69600.0,2.0,No
Thomas Phillips,21.0,Finance,55100.0,0.0,No
Sarah Thompson,38.0,Engineering,89000.0,13.0,Yes
Kevin Oconnor,36.0,Operations,54900.0,6.0,Yes
Dennis Blanchard,45.0,Operations,87200.0,20.0,Yes
Bradley Pacheco,40.0,HR,64000.0,13.0,Yes
Christopher Knox,30.0,HR,54900.0,5.0,Yes
Johnathan Harper,41.0,IT,81600.0,13.0,Yes
Sarah Pittman,39.0,Operations,69600.0,13.0,Yes
Juan Gilbert,35.0,Engineering,84700.0,8.0,Yes
Kiara Mcintyre,40.0,Sales,62900.0,8.0,Yes
Sally Fernandez,24.0,Engineering,77200.0,2.0,No
Luke Moore,35.0,IT,77300.0,5.0,Yes
Anna Lee,37.0,HR,66000.0,11.0,Yes
Rebecca Davis,28.0,Finance,57400.0,4.0,Yes
Teresa Thompson,38.0,Finance,88100.0,14.0,Yes
Erin Summers,30.0,Engineering,75900.0,5.0,No
Thomas Bowman MD,38.0,Marketing,61700.0,5.0,Yes
Anna Andersen,26.0,Marketing,50300.0,2.0,Yes
Jodi Miller,25.0,Operations,45800.0,2.0,No
Miss Gina Walton,37.0,IT,81300.0,6.0,No
Shannon Ramirez,50.0,IT,116500.0,20.0,Yes
Joanne Olsen,48.0,Marketing,82600.0,19.0,Yes
Kelsey Griffith,40.0,IT,66300.0,6.0,Yes
Heather Wolf,36.0,Finance,73300.0,8.0,Yes
Sophia Wolf,46.0,IT,96000.0,15.0,Yes
Jessica Johnson,45.0,HR,76200.0,17.0,
Susan Williams,35.0,Finance,66700.0,,Yes
Anthony Ashley,43.0,IT,91100.0,11.0,Yes
Cynthia Le,37.0,Customer Support,66600.0,12.0,Yes
Shelly Spencer,27.0,Engineering,77300.0,4.0,No
Michael Stevens,,Operations,87700.0,20.0,Yes
Lindsey York,27.0,Operations,57400.0,3.0,No
Tammy Hendrix,33.0,Engineering,96500.0,8.0,Yes
Andrew Robinson,44.0,IT,88300.0,17.0,Yes
Riley Bryant,29.0,Operations,50300.0,3.0,No
Dr. Mario Harris DDS,47.0,Customer Support,79100.0,22.0,Yes
Angela Brown,41.0,IT,74000.0,8.0,No
Sheri Murphy,36.0,Customer Support,63100.0,7.0,No
Sharon Smith,33.0,IT,72100.0,4.0,No
Elizabeth Miller,29.0,IT,68300.0,4.0,No
Christian Rowe,27.0,IT,76400.0,3.0,Yes
Lori Guerrero,41.0,Marketing,73800.0,15.0,Yes
Joseph Miller,21.0,Engineering,68500.0,0.0,No
Sean White,38.0,Customer Support,69000.0,11.0,Yes
Pamela White,21.0,Operations,53700.0,0.0,No
Taylor Espinoza,31.0,IT,,6.0,No
Michele Hill,31.0,Engineering,70300.0,4.0,Yes
Dennis Huffman,40.0,HR,63400.0,6.0,No
Jeffery Jordan,37.0,Engineering,91100.0,10.0,No
Justin Moreno,33.0,Engineering,88500.0,10.0,Yes
Megan Carlson,34.0,IT,97200.0,9.0,Yes
Tyler Patel,40.0,HR,63900.0,12.0,Yes
Maria Campbell,40.0,Customer Support,72400.0,15.0,Yes
Chad Palmer,22.0,Finance,62700.0,1.0,No
Allen Porter,28.0,Engineering,77400.0,4.0,Yes
Paul Moreno,29.0,IT,73300.0,6.0,Yes
Robert Hampton,31.0,Sales,59800.0,4.0,
Brent Stewart,37.0,Marketing,83300.0,13.0,Yes
Kelly Hughes,31.0,IT,76000.0,8.0,No
David Morse Jr.,36.0,IT,,9.0,No
Jennifer Jones,35.0,Finance,84600.0,7.0,Yes
Dr. Travis Morris DDS,41.0,Marketing,69700.0,8.0,Yes
Jon Garza,38.0,Operations,58500.0,8.0,No
Jason Khan,21.0,Operations,52200.0,0.0,No
Devon Davis,,Operations,39200.0,0.0,No
Christina Flores,35.0,HR,,11.0,Yes
Nicholas Massey,41.0,Operations,82300.0,12.0,Yes
Lori Mitchell,,Sales,53000.0,0.0,No
Bridget Carter,40.0,Operations,70500.0,16.0,Yes
Marc Mitchell,39.0,Finance,89200.0,13.0,Yes
Jillian Carrillo,33.0,HR,68000.0,10.0,Yes
Elizabeth Taylor,39.0,Engineering,83000.0,13.0,Yes
Michelle Davis DVM,23.0,HR,48200.0,1.0,No
Kara Sandoval,32.0,IT,80600.0,8.0,Yes
Dr. John Ramirez,26.0,HR,56400.0,4.0,No
Richard Potter,51.0,Sales,88300.0,19.0,Yes
April King,43.0,Finance,98800.0,18.0,Yes
Matthew Roberts,42.0,Sales,91200.0,16.0,Yes
Robert Walker,42.0,IT,87400.0,14.0,Yes
Richard Mccormick,34.0,HR,57800.0,4.0,No
Philip Munoz,21.0,Marketing,46600.0,0.0,No
Michael Wang,48.0,IT,89500.0,23.0,Yes
Allison Hill,34.0,Marketing,66000.0,9.0,Yes
Deanna Kennedy,21.0,Customer Support,34900.0,0.0,No
Deborah Johnson,36.0,Customer Support,63100.0,13.0,Yes
Austin Smith,28.0,Customer Support,49600.0,2.0,No
David Smith,47.0,Sales,83400.0,19.0,Yes
Benjamin Sullivan,36.0,Marketing,62800.0,8.0,Yes
Thomas Sellers,45.0,Engineering,97900.0,19.0,Yes
Jacqueline Turner,48.0,Marketing,85300.0,17.0,Yes
George Taylor,44.0,Finance,82600.0,15.0,Yes
Sergio Andrews,23.0,IT,77300.0,1.0,No
Joanna Pacheco,,Marketing,80200.0,14.0,Yes
Bonnie Santos,35.0,Operations,49400.0,7.0,Yes
Molly Mckenzie,,Engineering,87400.0,4.0,No
Matthew Guzman,46.0,Engineering,,21.0,Yes
Erica Turner,42.0,Finance,85700.0,12.0,Yes
Marcus Brown,24.0,Engineering,81800.0,1.0,No
Christine King,46.0,Operations,63700.0,12.0,Yes
Brooke Harmon,49.0,IT,93200.0,,Yes
Leslie Martin,23.0,IT,64700.0,1.0,No
Tammy Mcdowell,43.0,IT,84700.0,15.0,Yes
Renee Shields,52.0,Customer Support,70400.0,17.0,Yes
Charles Shah,40.0,Sales,79200.0,14.0,Yes
Kristen Smith,36.0,Engineering,99600.0,13.0,Yes
Anthony Mueller,28.0,Engineering,80000.0,4.0,Yes
Daniel Williams,,Sales,54900.0,0.0,No
Walter Hansen,33.0,Sales,64300.0,,Yes
Elaine Martin,54.0,Sales,85600.0,21.0,Yes
Katherine Taylor,24.0,Engineering,72000.0,2.0,No
Laura Alvarez,29.0,IT,71000.0,6.0,No
Adam Garcia,39.0,Marketing,60200.0,7.0,Yes
William Juarez,31.0,IT,80500.0,6.0,Yes
Stephen Lopez,21.0,IT,74000.0,0.0,No
Bonnie Larson,49.0,IT,111000.0,22.0,Yes
Chad Moreno,36.0,Operations,65200.0,12.0,Yes
Louis Martin,,Finance,71400.0,7.0,Yes
Annette Knapp,32.0,HR,51600.0,6.0,No
Erin Smith,34.0,Finance,58200.0,4.0,No
Stefanie Simmons,51.0,IT,86500.0,16.0,
Michael Cooper,26.0,Marketing,73900.0,4.0,Yes
Michael Jones,43.0,HR,73800.0,15.0,Yes
Nichole Alvarez,30.0,IT,68000.0,6.0,Yes
Gregory Jacobs,46.0,Sales,71600.0,14.0,Yes
Gabriel Copeland MD,42.0,IT,102200.0,16.0,Yes
Mark Hill,36.0,IT,85100.0,11.0,Yes
Douglas Morton,33.0,Marketing,52600.0,5.0,No
Brandy Myers,30.0,Marketing,58300.0,7.0,Yes
Tiffany Wilson,29.0,Sales,56100.0,3.0,No
Steven Hull,29.0,IT,86700.0,6.0,Yes
Carla Jones,35.0,HR,65500.0,11.0,Yes
Julie Lee,46.0,Operations,74600.0,13.0,Yes
Robert Green,50.0,Operations,69600.0,23.0,Yes
Hayley Carter,25.0,Engineering,72200.0,1.0,No
Pam Baker,32.0,Marketing,69500.0,,Yes
Christina Taylor,21.0,Finance,63500.0,0.0,Yes
Aaron Cochran,41.0,Marketing,66100.0,,Yes
Aaron Zamora,32.0,Finance,74500.0,9.0,Yes
Destiny Duncan,47.0,Sales,79800.0,16.0,Yes
Andrea Hughes,30.0,IT,71500.0,3.0,No
Jennifer Garcia,49.0,Finance,94800.0,15.0,Yes
Shelly Alexander,35.0,Finance,82900.0,12.0,Yes
Jamie Solomon,25.0,HR,51700.0,2.0,No
Madison Richardson,38.0,Marketing,70000.0,11.0,
Anthony Hoover,32.0,HR,52800.0,6.0,Yes
Timothy Buck,39.0,Finance,76700.0,7.0,Yes
Brandon Kelly,31.0,IT,70900.0,4.0,No
Tracy Ballard,,Engineering,85100.0,7.0,No
Kevin Barton,35.0,Customer Support,56600.0,8.0,Yes
Justin Glover,27.0,HR,52200.0,4.0,Yes
David Peterson,37.0,Sales,61100.0,5.0,No
Kimberly Kaufman,32.0,IT,70500.0,5.0,No
Robert Walker PhD,34.0,IT,85800.0,8.0,Yes
Jimmy Hernandez,40.0,IT,97700.0,12.0,Yes
Tracy Frye,39.0,HR,64800.0,10.0,Yes
Lisa Martin,21.0,IT,58000.0,0.0,No
Erica Johnson,36.0,Sales,,13.0,Yes
Tammy Cameron,37.0,Finance,83600.0,12.0,Yes
Joseph Smith,57.0,HR,69100.0,14.0,Yes
Daniel Mendoza,22.0,Operations,39500.0,0.0,No
Kelly King,29.0,Sales,50700.0,5.0,No
Patrick Perez,29.0,Operations,47900.0,4.0,
Christopher Williams,40.0,Sales,72700.0,15.0,Yes
Sherry Miller,38.0,Marketing,68200.0,7.0,Yes
Ricky Reid,32.0,Engineering,81800.0,5.0,No
Jonathon Knapp,43.0,Marketing,68900.0,9.0,Yes
Scott Lopez,28.0,IT,67100.0,3.0,Yes
Christine Lopez,43.0,Operations,64500.0,10.0,Yes
Jackie Stewart,55.0,Operations,80700.0,15.0,Yes
Joseph Myers,46.0,Sales,58600.0,8.0,Yes
Anthony Proctor,37.0,IT,88200.0,13.0,Yes
Patricia Atkinson,21.0,Marketing,53600.0,0.0,No
Zachary White,38.0,Engineering,95100.0,14.0,Yes
Mark Davis,37.0,IT,73400.0,5.0,Yes
Kimberly Adams,35.0,Finance,65100.0,4.0,No
Terry Murphy,48.0,Engineering,96400.0,14.0,Yes
Emily Fleming,23.0,HR,46100.0,1.0,No
Christopher Mcmillan,30.0,Operations,53900.0,3.0,No
Christine Dillon,44.0,Operations,80300.0,17.0,Yes
Kathryn Price,34.0,Marketing,68000.0,10.0,Yes
Holly Austin,50.0,Marketing,101900.0,23.0,Yes
Tamara Davis,46.0,Marketing,78100.0,17.0,Yes
Kristin Hudson,32.0,Finance,71700.0,4.0,Yes
Scott Williams,30.0,HR,59200.0,6.0,Yes
Martha Williams,46.0,Sales,85100.0,20.0,Yes
Danielle Briggs,38.0,Engineering,,9.0,Yes
Ryan Smith,22.0,Engineering,81700.0,1.0,No
Ashley Sanchez,38.0,HR,53600.0,6.0,Yes
Shawn Luna,41.0,Engineering,82900.0,8.0,Yes
Aaron Lee,34.0,IT,87100.0,7.0,Yes
Gina Spencer,47.0,Engineering,94100.0,11.0,Yes
Susan Thompson,38.0,IT,80700.0,9.0,Yes
Patricia Andrews,,HR,66900.0,10.0,Yes
Scott Lopez,40.0,IT,81800.0,6.0,Yes
Caitlyn Horton,38.0,Engineering,,7.0,Yes
Dalton Santos,30.0,Finance,76800.0,7.0,No
Michael Evans,48.0,Customer Support,77600.0,20.0,Yes
Tammy Taylor,37.0,Marketing,51900.0,7.0,No
Michael Taylor,41.0,IT,93700.0,11.0,Yes
Samantha Walker,,Sales,78100.0,13.0,Yes
Steven Scott,21.0,Operations,49400.0,0.0,No
Tracy Smith,,HR,44400.0,8.0,Yes
Lori Davis,42.0,Engineering,95500.0,14.0,Yes
Katelyn Kim,32.0,Sales,54900.0,4.0,No
Thomas Morrison,23.0,Finance,51400.0,1.0,No
Deborah Patel,33.0,Marketing,71000.0,7.0,Yes
Steven Lee,33.0,IT,83600.0,6.0,Yes
Rachel Henderson,32.0,IT,82000.0,8.0,Yes
Mary Hill,28.0,Marketing,51700.0,4.0,Yes
Victoria Keller,38.0,IT,95700.0,13.0,Yes
Christine Tyler,38.0,Customer Support,50800.0,5.0,No
Nicole Lewis,21.0,IT,71700.0,0.0,No
Harold Wagner,51.0,Operations,78300.0,15.0,Yes
Kathy Robinson,36.0,HR,65400.0,8.0,Yes
Darlene Collins,26.0,Sales,59300.0,3.0,Yes
Christopher Fitzgerald,52.0,Customer Support,82100.0,21.0,Yes
Jose Travis,51.0,Engineering,102900.0,,
Jason Stein,39.0,Finance,86300.0,15.0,Yes
Michael Dennis,34.0,Customer Support,70900.0,9.0,
Cory Guerrero,45.0,HR,77000.0,11.0,Yes
Thomas Brewer,21.0,Operations,56500.0,0.0,Yes
Hunter Robinson,24.0,Operations,51600.0,2.0,Yes
Kimberly Elliott,32.0,Sales,,9.0,No
Courtney Mills,56.0,Engineering,89400.0,11.0,Yes
Raymond Quinn,32.0,IT,76800.0,6.0,No
Yvonne Chambers,43.0,Engineering,96000.0,14.0,Yes
William Hunter,25.0,Sales,58200.0,,No
Debra Christian,37.0,IT,83300.0,8.0,Yes
Candace Soto,32.0,Customer Support,42400.0,3.0,No
Ashley May DDS,39.0,Operations,60200.0,14.0,Yes
Justin Anderson,29.0,Customer Support,50300.0,3.0,No
Howard Norman,26.0,Finance,64000.0,3.0,No
Alexander Anderson,52.0,Marketing,95100.0,,Yes
Abigail Wilson,35.0,IT,78900.0,8.0,Yes
Tasha Cochran,51.0,Sales,72600.0,12.0,Yes
Lauren Walker,24.0,Marketing,63100.0,1.0,No
Haley Johnson,51.0,,88000.0,22.0,Yes
Jill Powers,36.0,Engineering,91400.0,8.0,Yes
Timothy Smith,36.0,Customer Support,54800.0,8.0,Yes
Robert Keith,26.0,Engineering,73500.0,4.0,Yes
Robert Gross,47.0,Sales,65500.0,11.0,Yes
Laura Wilson,34.0,Marketing,63500.0,9.0,Yes
Roger White,23.0,Customer Support,32200.0,1.0,No
Melinda Cervantes,28.0,IT,65200.0,4.0,No
Kathy Ortega,33.0,Sales,67100.0,,Yes
Sharon Cross,21.0,Finance,,0.0,No
Anthony Murphy,48.0,Operations,67100.0,14.0,Yes
Michelle Ho,28.0,Operations,60100.0,5.0,Yes
Devin Mayer,33.0,IT,77300.0,5.0,Yes
Aaron Black,31.0,IT,77800.0,6.0,Yes
Heather Sweeney,32.0,Customer Support,53300.0,6.0,Yes
Cindy Tucker,32.0,IT,75800.0,5.0,No
Karla Burton,53.0,Engineering,95800.0,14.0,Yes
Ryan Brown,23.0,Marketing,53800.0,1.0,No
Lisa Lopez MD,38.0,HR,64100.0,9.0,Yes
Anthony Simmons,31.0,Finance,62800.0,4.0,Yes
Valerie Patterson,39.0,Marketing,61100.0,7.0,Yes
Ariana Stewart,33.0,IT,81500.0,8.0,Yes
Joseph Green,40.0,Marketing,69000.0,6.0,Yes
Stacy Taylor,39.0,Sales,86800.0,15.0,Yes
Jonathan Perry,43.0,Marketing,75300.0,11.0,Yes
Christina Simon,38.0,IT,,6.0,No
Michael Brown,48.0,HR,65200.0,17.0,Yes
Janice Roberts,50.0,Finance,82700.0,11.0,Yes
Chad Jones,41.0,Finance,77600.0,14.0,Yes
Kimberly Price,,Finance,79300.0,12.0,Yes
Rachel Sullivan,31.0,Customer Support,52600.0,6.0,No
Matthew Mcmillan,36.0,Sales,61400.0,6.0,Yes
Heather Guzman,30.0,Marketing,67700.0,6.0,Yes
Rachel Jones,59.0,IT,113500.0,25.0,Yes
Tony Swanson,42.0,Engineering,,10.0,Yes
Matthew Bartlett,26.0,Customer Support,46100.0,3.0,No
Susan Larsen,34.0,Finance,79900.0,10.0,Yes
Cameron Parker,31.0,IT,66500.0,5.0,No
